adc10,adc11,adc12,adc13,adc21,adc22,adc23,region
5660.0,2493.0,1708.0,995.0,4491.0,7088.0,12748.0,NWE
5653.0,2496.0,1754.0,981.0,3929.0,7140.0,12743.0,NWE
5687.0,2511.0,1778.0,985.0,4281.0,7164.0,12747.0,NWE
5630.0,2507.0,1791.0,942.0,3988.0,7225.0,12841.0,NWE
5638.0,2497.0,1690.0,982.0,4251.0,7055.0,12724.0,NWE
5628.0,2491.0,1591.0,963.0,4305.0,7071.0,12775.0,NWE
5650.0,2494.0,1722.0,984.0,4202.0,7066.0,12723.0,NWE
5635.0,2510.0,1789.0,960.0,3868.0,7285.0,12776.0,NWE
5660.0,2490.0,1633.0,969.0,4464.0,7115.0,12758.0,NWE
4434.0,2586.0,1491.0,876.0,3173.0,6173.0,8156.0,NWE
4614.0,2614.0,1745.0,908.0,3149.0,6504.0,8123.0,NWE
5681.0,2509.0,1784.0,996.0,4307.0,7153.0,12750.0,NWE
5635.0,2510.0,1754.0,939.0,3990.0,7335.0,12755.0,NWE
5624.0,2511.0,1802.0,934.0,3973.0,7267.0,12853.0,NWE
5646.0,2498.0,1747.0,957.0,4025.0,7178.0,12769.0,NWE
5660.0,2501.0,1713.0,982.0,4251.0,7088.0,12733.0,NWE
5638.0,2509.0,1743.0,940.0,3995.0,7347.0,12734.0,NWE
5668.0,2502.0,1708.0,981.0,4258.0,7104.0,12739.0,NWE
5667.0,2502.0,1736.0,1011.0,4390.0,7112.0,12757.0,NWE
5661.0,2489.0,1620.0,971.0,4453.0,7106.0,12756.0,NWE
5656.0,2490.0,1721.0,985.0,4157.0,7078.0,12723.0,NWE
4454.0,2586.0,1543.0,916.0,3188.0,6176.0,8144.0,NWE
5676.0,2507.0,1765.0,1004.0,4331.0,7140.0,12755.0,NWE
5684.0,2495.0,1654.0,979.0,4507.0,7127.0,12777.0,NWE
5653.0,2486.0,1610.0,969.0,4435.0,7097.0,12748.0,NWE
5650.0,2494.0,1755.0,993.0,4516.0,7080.0,12756.0,NWE
5620.0,2492.0,1622.0,971.0,4270.0,7064.0,12770.0,NWE
5684.0,2511.0,1800.0,989.0,4287.0,7164.0,12746.0,NWE
5684.0,2495.0,1650.0,976.0,4507.0,7131.0,12779.0,NWE
5691.0,2508.0,1721.0,980.0,4280.0,7158.0,12752.0,NWE
5629.0,2494.0,1587.0,968.0,4310.0,7063.0,12743.0,NWE
4470.0,2593.0,1652.0,937.0,3178.0,6217.0,8131.0,NWE
5633.0,2497.0,1669.0,980.0,4259.0,7055.0,12725.0,NWE
5660.0,2494.0,1695.0,986.0,4493.0,7103.0,12754.0,NWE
4606.0,2612.0,1751.0,920.0,3155.0,6479.0,8121.0,NWE
5652.0,2493.0,1735.0,999.0,4494.0,7076.0,12743.0,NWE
5652.0,2490.0,1747.0,971.0,4055.0,7063.0,12787.0,NWE
5677.0,2496.0,1660.0,975.0,4496.0,7144.0,12770.0,NWE
5636.0,2491.0,1579.0,959.0,4327.0,7076.0,12774.0,NWE
5655.0,2501.0,1758.0,994.0,3812.0,7220.0,12692.0,NWE
5628.0,2511.0,1782.0,935.0,3979.0,7301.0,12813.0,NWE
5632.0,2511.0,1792.0,953.0,3894.0,7283.0,12797.0,NWE
5654.0,2494.0,1728.0,1002.0,4473.0,7079.0,12740.0,NWE
5666.0,2496.0,1663.0,970.0,4528.0,7153.0,12753.0,NWE
5630.0,2511.0,1795.0,949.0,3909.0,7282.0,12808.0,NWE
4467.0,2607.0,1767.0,916.0,3138.0,6285.0,8124.0,NWE
4433.0,2586.0,1488.0,876.0,3174.0,6172.0,8156.0,NWE
4496.0,2592.0,1621.0,933.0,3184.0,6249.0,8134.0,NWE
5646.0,2499.0,1746.0,979.0,4085.0,7108.0,12751.0,NWE
5659.0,2494.0,1700.0,989.0,4492.0,7098.0,12751.0,NWE
4650.0,2620.0,1805.0,915.0,3143.0,6571.0,8116.0,NWE
5655.0,2507.0,1760.0,1000.0,3723.0,7306.0,12648.0,NWE
5636.0,2496.0,1685.0,979.0,4250.0,7059.0,12741.0,NWE
5635.0,2500.0,1698.0,972.0,4744.0,7291.0,12611.0,NWE
4434.0,2584.0,1469.0,881.0,3181.0,6160.0,8157.0,NWE
4568.0,2605.0,1706.0,924.0,3165.0,6398.0,8125.0,NWE
5674.0,2492.0,1635.0,974.0,4482.0,7119.0,12769.0,NWE
5627.0,2491.0,1592.0,963.0,4303.0,7071.0,12775.0,NWE
5674.0,2506.0,1754.0,1008.0,4344.0,7133.0,12758.0,NWE
5651.0,2494.0,1751.0,995.0,4512.0,7079.0,12753.0,NWE
5655.0,2490.0,1721.0,985.0,4163.0,7077.0,12723.0,NWE
4448.0,2595.0,1609.0,893.0,3158.0,6221.0,8142.0,NWE
5688.0,2499.0,1662.0,982.0,4489.0,7157.0,12767.0,NWE
5662.0,2491.0,1639.0,969.0,4473.0,7120.0,12761.0,NWE
5643.0,2500.0,1755.0,975.0,4076.0,7110.0,12769.0,NWE
5633.0,2510.0,1763.0,938.0,3986.0,7323.0,12774.0,NWE
5643.0,2503.0,1744.0,964.0,4052.0,7196.0,12744.0,NWE
5655.0,2493.0,1720.0,999.0,4488.0,7079.0,12742.0,NWE
4467.0,2607.0,1762.0,915.0,3139.0,6283.0,8124.0,NWE
5655.0,2502.0,1759.0,997.0,3786.0,7237.0,12680.0,NWE
5651.0,2494.0,1747.0,996.0,4508.0,7079.0,12751.0,NWE
5649.0,2485.0,1605.0,968.0,4425.0,7093.0,12744.0,NWE
5669.0,2506.0,1773.0,986.0,4264.0,7123.0,12736.0,NWE
5654.0,2494.0,1728.0,1002.0,4473.0,7079.0,12741.0,NWE
5679.0,2505.0,1722.0,1001.0,4331.0,7135.0,12759.0,NWE
5626.0,2511.0,1791.0,934.0,3975.0,7291.0,12831.0,NWE
5632.0,2491.0,1585.0,961.0,4316.0,7073.0,12775.0,NWE
5649.0,2495.0,1774.0,988.0,4537.0,7085.0,12768.0,NWE
5653.0,2493.0,1733.0,984.0,4118.0,7082.0,12738.0,NWE
4615.0,2614.0,1761.0,919.0,3153.0,6497.0,8120.0,NWE
4589.0,2610.0,1705.0,903.0,3153.0,6457.0,8128.0,NWE
5657.0,2494.0,1708.0,992.0,4490.0,7091.0,12747.0,NWE
4467.0,2588.0,1595.0,936.0,3190.0,6190.0,8136.0,NWE
5636.0,2491.0,1578.0,959.0,4328.0,7076.0,12774.0,NWE
5624.0,2494.0,1594.0,971.0,4298.0,7058.0,12736.0,NWE
4499.0,2621.0,1938.0,939.0,3117.0,6371.0,8104.0,NWE
5674.0,2504.0,1736.0,1014.0,4366.0,7128.0,12762.0,NWE
5650.0,2486.0,1609.0,968.0,4430.0,7096.0,12745.0,NWE
5655.0,2489.0,1731.0,979.0,4105.0,7075.0,12749.0,NWE
5671.0,2504.0,1740.0,1014.0,4361.0,7124.0,12762.0,NWE
5621.0,2495.0,1610.0,976.0,4282.0,7053.0,12728.0,NWE
5644.0,2501.0,1745.0,952.0,4016.0,7225.0,12759.0,NWE
4494.0,2621.0,1941.0,940.0,3116.0,6365.0,8103.0,NWE
4700.0,2544.0,1708.0,896.0,3200.0,6582.0,8094.0,RUN
6986.0,2601.0,1984.0,1244.0,5877.0,12822.0,12224.0,RUN
4311.0,2531.0,1441.0,966.0,2421.0,8234.0,11747.0,RUN
5717.0,2500.0,1570.0,924.0,3889.0,7005.0,12502.0,RUN
5232.0,2561.0,1353.0,951.0,4012.0,9274.0,12761.0,RUN
5646.0,2500.0,1588.0,962.0,3436.0,6886.0,12664.0,RUN
4691.0,2542.0,1688.0,877.0,3193.0,6571.0,8098.0,RUN
4422.0,2526.0,1322.0,881.0,2354.0,8352.0,11761.0,RUN
4537.0,2572.0,1476.0,938.0,4071.0,8981.0,12572.0,RUN
6152.0,2541.0,1792.0,1091.0,5052.0,9011.0,12518.0,RUN
4686.0,2541.0,1677.0,867.0,3189.0,6566.0,8100.0,RUN
4526.0,2528.0,1322.0,919.0,2387.0,8451.0,11767.0,RUN
4482.0,2528.0,1392.0,974.0,2389.0,8382.0,11758.0,RUN
4645.0,2544.0,1501.0,915.0,2331.0,8680.0,11760.0,RUN
7368.0,2653.0,2077.0,1276.0,6444.0,13590.0,12086.0,RUN
5046.0,2575.0,1571.0,998.0,4033.0,9046.0,12642.0,RUN
5099.0,2602.0,1626.0,1064.0,4039.0,9808.0,12856.0,RUN
5629.0,2496.0,1518.0,952.0,3365.0,6885.0,12646.0,RUN
7382.0,2651.0,2052.0,1254.0,6507.0,13641.0,12076.0,RUN
6249.0,2550.0,1750.0,1097.0,4937.0,9556.0,12774.0,RUN
5666.0,2497.0,1481.0,956.0,3833.0,6934.0,12578.0,RUN
5735.0,2508.0,1595.0,941.0,3825.0,7041.0,12478.0,RUN
5352.0,2578.0,1506.0,989.0,3877.0,9530.0,12806.0,RUN
5232.0,2565.0,1396.0,954.0,4020.0,9326.0,12767.0,RUN
6991.0,2603.0,2026.0,1251.0,5846.0,12818.0,12215.0,RUN
5136.0,2587.0,1556.0,1020.0,4019.0,9240.0,12730.0,RUN
5965.0,2579.0,1424.0,1046.0,4080.0,9510.0,12809.0,RUN
5695.0,2503.0,1558.0,940.0,3869.0,6977.0,12580.0,RUN
5679.0,2497.0,1460.0,943.0,3848.0,6936.0,12578.0,RUN
10283.0,3510.0,5032.0,2188.0,8248.0,17266.0,12691.0,RUN
4467.0,2528.0,1434.0,1017.0,2388.0,8357.0,11749.0,RUN
4498.0,2527.0,1351.0,931.0,2389.0,8407.0,11766.0,RUN
5648.0,2499.0,1530.0,953.0,3430.0,6883.0,12664.0,RUN
5236.0,2586.0,1569.0,1042.0,3492.0,9604.0,12827.0,RUN
6166.0,2545.0,1791.0,1073.0,5124.0,9076.0,12553.0,RUN
5672.0,2503.0,1569.0,968.0,3512.0,6934.0,12649.0,RUN
10260.0,3521.0,5074.0,2165.0,8336.0,17299.0,12670.0,RUN
7008.0,2612.0,2061.0,1241.0,5756.0,12865.0,12158.0,RUN
5671.0,2501.0,1662.0,1001.0,3712.0,6911.0,12631.0,RUN
6157.0,2543.0,1717.0,1054.0,5210.0,9099.0,12562.0,RUN
6981.0,2616.0,2066.0,1248.0,5876.0,12860.0,12100.0,RUN
5747.0,2516.0,1638.0,1011.0,4149.0,7103.0,12572.0,RUN
4645.0,2571.0,1484.0,934.0,4061.0,9032.0,12607.0,RUN
5671.0,2496.0,1501.0,941.0,3461.0,6940.0,12526.0,RUN
5718.0,2498.0,1453.0,917.0,3918.0,6969.0,12492.0,RUN
5490.0,2490.0,1548.0,936.0,3971.0,6719.0,12664.0,RUN
5659.0,2498.0,1535.0,978.0,3796.0,6930.0,12581.0,RUN
4348.0,2530.0,1428.0,930.0,2461.0,8305.0,11748.0,RUN
7384.0,2648.0,1987.0,1266.0,6376.0,13613.0,12090.0,RUN
5167.0,2591.0,1595.0,1016.0,4005.0,9329.0,12753.0,RUN
4567.0,2567.0,1382.0,892.0,3981.0,8986.0,12581.0,RUN
5737.0,2510.0,1626.0,974.0,4030.0,7058.0,12539.0,RUN
5095.0,2581.0,1451.0,1013.0,4060.0,9630.0,12835.0,RUN
5076.0,2573.0,1513.0,993.0,4052.0,9093.0,12665.0,RUN
6983.0,2600.0,1960.0,1240.0,5894.0,12824.0,12229.0,RUN
6987.0,2601.0,1991.0,1245.0,5872.0,12821.0,12223.0,RUN
4550.0,2571.0,1464.0,935.0,4058.0,8980.0,12576.0,RUN
7364.0,2650.0,2031.0,1266.0,6425.0,13595.0,12090.0,RUN
5132.0,2574.0,1456.0,995.0,4065.0,9196.0,12714.0,RUN
4586.0,2557.0,1286.0,899.0,3974.0,8946.0,12582.0,RUN
4626.0,2560.0,1316.0,905.0,3973.0,8972.0,12606.0,RUN
6220.0,2545.0,1704.0,1083.0,4786.0,9473.0,12764.0,RUN
5670.0,2500.0,1644.0,1001.0,3722.0,6917.0,12615.0,RUN
4590.0,2567.0,1387.0,898.0,3970.0,8983.0,12587.0,RUN
7359.0,2653.0,2073.0,1259.0,6501.0,13605.0,12083.0,RUN
4121.0,2624.0,1276.0,728.0,2082.0,8696.0,8382.0,SB
4077.0,2621.0,1344.0,798.0,2053.0,8583.0,8380.0,SB
4142.0,2638.0,1840.0,824.0,2289.0,9646.0,8709.0,SB
4162.0,2626.0,1186.0,723.0,2100.0,8876.0,8416.0,SB
4101.0,2627.0,1357.0,762.0,2143.0,8484.0,8483.0,SB
4172.0,2643.0,1958.0,841.0,2238.0,9700.0,8705.0,SB
4120.0,2624.0,1276.0,727.0,2082.0,8698.0,8383.0,SB
4654.0,2632.0,1793.0,962.0,3159.0,6518.0,8119.0,SB
4057.0,2628.0,1426.0,745.0,2216.0,8423.0,8500.0,SB
4000.0,2617.0,1249.0,723.0,2045.0,8676.0,8436.0,SB
4183.0,2630.0,1236.0,740.0,2103.0,8985.0,8415.0,SB
4099.0,2623.0,1257.0,707.0,2084.0,8736.0,8393.0,SB
4095.0,2620.0,1248.0,747.0,2055.0,8707.0,8383.0,SB
9153.0,3007.0,2962.0,1691.0,7939.0,16321.0,13218.0,SB
4637.0,2627.0,1644.0,877.0,3149.0,6510.0,8062.0,SB
9159.0,2991.0,2902.0,1714.0,8050.0,16315.0,13240.0,SB
4310.0,2623.0,1515.0,733.0,2193.0,8938.0,8609.0,SB
4175.0,2639.0,1825.0,830.0,2320.0,9742.0,8701.0,SB
4052.0,2617.0,1230.0,741.0,2042.0,8720.0,8400.0,SB
4408.0,2667.0,2077.0,802.0,2484.0,9013.0,8690.0,SB
4582.0,2621.0,1622.0,867.0,3154.0,6403.0,8129.0,SB
4253.0,2649.0,2151.0,823.0,2117.0,9671.0,8666.0,SB
4362.0,2622.0,1406.0,738.0,2214.0,8956.0,8578.0,SB
4302.0,2653.0,2257.0,808.0,2047.0,9667.0,8646.0,SB
4080.0,2622.0,1256.0,709.0,2077.0,8724.0,8401.0,SB
4306.0,2623.0,1527.0,739.0,2201.0,8936.0,8606.0,SB
4386.0,2626.0,1482.0,811.0,2343.0,8947.0,8553.0,SB
4140.0,2638.0,1848.0,832.0,2291.0,9668.0,8713.0,SB
4303.0,2624.0,1554.0,765.0,2238.0,8934.0,8589.0,SB
4138.0,2627.0,1262.0,720.0,2095.0,8818.0,8421.0,SB
4379.0,2624.0,1438.0,778.0,2285.0,8953.0,8561.0,SB
4036.0,2621.0,1324.0,742.0,2191.0,8479.0,8513.0,SB
4682.0,2632.0,1666.0,889.0,3145.0,6593.0,8011.0,SB
4314.0,2624.0,1528.0,761.0,2235.0,8938.0,8586.0,SB
6403.0,2555.0,1852.0,1080.0,5540.0,11012.0,12436.0,SB
4263.0,2650.0,2176.0,821.0,2101.0,9667.0,8661.0,SB
4082.0,2633.0,1475.0,740.0,2237.0,8420.0,8501.0,SB
4400.0,2654.0,1805.0,747.0,2250.0,9275.0,8674.0,SB
4678.0,2640.0,1852.0,974.0,3163.0,6586.0,8127.0,SB
3999.0,2617.0,1250.0,722.0,2045.0,8675.0,8437.0,SB
4328.0,2624.0,1493.0,756.0,2232.0,8943.0,8582.0,SB
4166.0,2634.0,1762.0,757.0,2268.0,9544.0,8692.0,SB
4220.0,2637.0,1762.0,791.0,2335.0,9750.0,8680.0,SB
4015.0,2618.0,1255.0,725.0,2049.0,8673.0,8429.0,SB
4307.0,2623.0,1524.0,738.0,2199.0,8937.0,8607.0,SB
4615.0,2622.0,1699.0,931.0,3153.0,6426.0,8113.0,SB
4132.0,2627.0,1279.0,727.0,2094.0,8581.0,8435.0,SB
4108.0,2626.0,1371.0,791.0,2083.0,8540.0,8419.0,SB
4108.0,2625.0,1300.0,712.0,2105.0,8753.0,8400.0,SB
4198.0,2638.0,1802.0,819.0,2334.0,9757.0,8689.0,SB
4425.0,2664.0,1962.0,762.0,2451.0,9112.0,8713.0,SB
4051.0,2621.0,1322.0,747.0,2173.0,8472.0,8505.0,SB
4312.0,2626.0,1568.0,784.0,2272.0,8932.0,8582.0,SB
4105.0,2621.0,1258.0,747.0,2061.0,8697.0,8380.0,SB
4614.0,2628.0,1698.0,900.0,3157.0,6466.0,8129.0,SB
4162.0,2639.0,1838.0,836.0,2313.0,9733.0,8708.0,SB
6401.0,2556.0,1849.0,1078.0,5565.0,11029.0,12438.0,SB
4360.0,2625.0,1493.0,782.0,2289.0,8943.0,8575.0,SB
4161.0,2627.0,1220.0,726.0,2092.0,8985.0,8397.0,SB
4171.0,2637.0,1747.0,754.0,2260.0,9629.0,8716.0,SB
4337.0,2623.0,1491.0,749.0,2228.0,8942.0,8596.0,SB
9129.0,2984.0,2863.0,1673.0,7512.0,16343.0,13109.0,SB
4455.0,2665.0,1941.0,789.0,2255.0,9165.0,8683.0,SB
4164.0,2633.0,1770.0,759.0,2272.0,9501.0,8680.0,SB
4035.0,2617.0,1236.0,735.0,2043.0,8705.0,8412.0,SB
4425.0,2664.0,1961.0,763.0,2452.0,9113.0,8714.0,SB
4156.0,2634.0,1796.0,782.0,2279.0,9535.0,8685.0,SB
4420.0,2659.0,1945.0,741.0,2358.0,9125.0,8699.0,SB
4139.0,2631.0,1360.0,761.0,2114.0,8506.0,8465.0,SB
4121.0,2628.0,1367.0,721.0,2135.0,8779.0,8411.0,SB
4295.0,2624.0,1564.0,757.0,2224.0,8932.0,8599.0,SB
4247.0,2648.0,2028.0,794.0,2162.0,9799.0,8695.0,SB
9135.0,3026.0,3024.0,1644.0,7564.0,16363.0,13138.0,SB
4645.0,2626.0,1692.0,919.0,3150.0,6497.0,8070.0,SB
4414.0,2666.0,2017.0,787.0,2497.0,9067.0,8704.0,SB
4160.0,2633.0,1782.0,768.0,2276.0,9499.0,8678.0,SB
4431.0,2664.0,1966.0,769.0,2423.0,9116.0,8709.0,SB
3982.0,2621.0,1381.0,748.0,2261.0,8540.0,8534.0,SB
4017.0,2618.0,1251.0,719.0,2052.0,8686.0,8429.0,SB
4049.0,2621.0,1324.0,745.0,2177.0,8471.0,8507.0,SB
4197.0,2637.0,1754.0,773.0,2299.0,9696.0,8698.0,SB
4047.0,2617.0,1232.0,739.0,2042.0,8715.0,8404.0,SB
4618.0,2622.0,1707.0,936.0,3153.0,6431.0,8112.0,SB
6416.0,2554.0,1839.0,1081.0,5585.0,11040.0,12437.0,SB
3993.0,2624.0,1449.0,778.0,2257.0,8564.0,8524.0,SB
6442.0,2549.0,1825.0,1088.0,5317.0,10813.0,12492.0,SB
4126.0,2630.0,1375.0,770.0,2128.0,8491.0,8472.0,SB
6410.0,2555.0,1843.0,1080.0,5581.0,11039.0,12437.0,SB
4421.0,2661.0,2049.0,763.0,2312.0,9026.0,8677.0,SB
4586.0,2622.0,1632.0,869.0,3155.0,6415.0,8130.0,SB
4166.0,2637.0,1763.0,767.0,2264.0,9648.0,8719.0,SB
4418.0,2665.0,1997.0,778.0,2482.0,9083.0,8708.0,SB
4384.0,2661.0,1943.0,754.0,2203.0,9931.0,8717.0,SB
6436.0,2551.0,1862.0,1096.0,5292.0,10826.0,12441.0,SB
4131.0,2631.0,1379.0,771.0,2125.0,8492.0,8470.0,SB
4208.0,2636.0,1714.0,794.0,2325.0,9787.0,8683.0,SB
4420.0,2659.0,1999.0,748.0,2311.0,9073.0,8684.0,SB
4428.0,2663.0,1937.0,761.0,2417.0,9135.0,8709.0,SB
9159.0,3018.0,2998.0,1680.0,7826.0,16411.0,13213.0,SB
3977.0,2621.0,1397.0,757.0,2262.0,8552.0,8533.0,SB
4409.0,2667.0,2040.0,796.0,2515.0,9049.0,8700.0,SB
4084.0,2626.0,1352.0,765.0,2098.0,8798.0,8388.0,SB
4077.0,2618.0,1230.0,747.0,2045.0,8726.0,8386.0,SB
4424.0,2663.0,1960.0,760.0,2441.0,9113.0,8712.0,SB
5668.0,2502.0,1647.0,987.0,4911.0,7250.0,12744.0,UPS
4453.0,2591.0,1638.0,908.0,3231.0,6169.0,8180.0,UPS
4455.0,2591.0,1573.0,861.0,3226.0,6208.0,8174.0,UPS
5645.0,2498.0,1612.0,980.0,5058.0,7246.0,12737.0,UPS
5653.0,2503.0,1719.0,983.0,5010.0,7252.0,12791.0,UPS
4458.0,2591.0,1589.0,871.0,3227.0,6197.0,8175.0,UPS
5670.0,2502.0,1658.0,988.0,4899.0,7251.0,12749.0,UPS
4461.0,2595.0,1673.0,913.0,3235.0,6173.0,8169.0,UPS
4447.0,2588.0,1593.0,889.0,3227.0,6180.0,8185.0,UPS
5648.0,2498.0,1594.0,981.0,5040.0,7246.0,12725.0,UPS
5623.0,2502.0,1751.0,975.0,5200.0,7250.0,12823.0,UPS
4441.0,2596.0,1668.0,901.0,3233.0,6216.0,8157.0,UPS
4459.0,2592.0,1602.0,878.0,3229.0,6192.0,8174.0,UPS
5596.0,2504.0,1847.0,1048.0,5186.0,7219.0,12795.0,UPS
